BLOCK.POS,Sample.ID,Family.Unique,Family.NonUnique,Replicate,HabitatType,Region,Population,Collector,Collection.Date,Block.ID,Position,Letter.Pos,No.Position,Bench,Planting.Date,Survival.Y.N,Germination.Y.N,Germination.Date,No.Days.to.Germ,True.Leaf,No.Days.to.TrueLeaf,Germ.to.TrueLeaf,Flower.Y.N.2016,Fruit.Y.N.2016,DTFF.2016,no.Planting.to.DTFF,No.Days.Germ.to.Flr,No.Days.TL.to.Flr,No.Flowers.2016,No.Fruit.2016,Seedmass.2016,sm,Flower.Y.N.2017,Fruit.Y.N.2017,Flowering.4.2.17.Y.N,DTFF.2017,DTFF.Ordinal.Day.2017,norm.flower.date.2017,Date.to.Bolt.2017,DtB.O.Day.2017,norm.bolt.date.2017,Date.to.Fruit.2017,Fruit.O.Day.2017,norm.fruit.date.2017,Seedmass.2017,sm2017,sm.2,Survival.Y.N.2017,No.Fruit.2017,Total.N.R.2017,Total.Flowers.2017,Flowering.Y.N.2018,Fruit.Y.N.2018,DTFF.2018,DTFF.18.Oday,DtB.2018,DtB.Oday.2018,Date.to.Fruit.2018,Date.to.Fruit.Oday.2018,Non.reproductive.flowers,seedmass.2018.g.,No.Fruit.2018,Total.Flowers.2018,Survival.Y.N.2018,Latitude,Longitude,Elevation.m,n.fruit.envelopes,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
3-G4,MB-MR.26.3,MB-MR_26,26,3,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,3,G4,G,4,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
3-G5,CAR-PSR.7.3,CAR-PSR_7,7,3,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,3,G5,G,5,1,11/7/2015,1,1,11/16/2015,9,11/21/2015,14,5,1,0,7/7/2016,243,234,229,7,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/26/2017,146,56,1.46,1460,1460,1,15,8,23,1,1,4/16/2018,106,NA,NA,5/19/2018,139,1,0.4833,9,10,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
3-G6,AB-HSC.3.3,AB-HSC_3,3,3,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,3,G6,G,6,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
3-G7,AB-LL.40.3,AB-LL_40,40,3,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,3,G7,G,7,1,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,1,0,6/25/2016,231,223,215,1,0,0,0,1,1,1,4/2/2017,91,1,4/30/2017,120,30,5/28/2017,148,58,1.003,1003,1003,1,11,0,11,1,1,4/26/2018,116,5/17/2018,137,5/26/2018,146,0,0.1012,1,1,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
3-G8,MAN-KIP.28.3,MAN-KIP_28,28,3,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,3,G8,G,8,1,11/7/2015,1,1,11/21/2015,14,12/1/2015,24,10,1,0,7/17/2016,253,239,229,3,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/27/2017,147,57,1.675,1675,1675,1,17,5,22,1,1,4/12/2018,102,4/30/2018,120,5/21/2018,141,1,0.2648,2,3,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
3-H10,MN-PMG.3,MN-PMG_NA,NA,3,Prairie,Prairie,MN-PMG,Prairie_Moon_Nursery,NA,3,H10,H,10,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7742,-96.6081,267,NA,4,21,-15.8,36.8,512,352,27.4,59.7,1557,1996,5304,237,159,137,267,130,79,-41.8,40.1,699,267,12.4,57
3-H11,MAN-MIS.32.3,MAN-MIS_32,32,3,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,3,H11,H,11,1,11/7/2015,1,1,11/19/2015,12,11/28/2015,21,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/28/2017,150,60,0.33,330,330,1,3,3,6,1,1,4/23/2018,113,5/14/2018,134,5/24/2018,144,0,0.2006,2,2,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
3-H12,WNY-CB.2.3,WNY-CB_2,2,3,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,3,H12,H,12,1,11/7/2015,1,1,11/15/2015,8,11/21/2015,14,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,6/2/2017,153,63,0.547,547,547,1,6,8,14,1,1,4/16/2018,106,5/7/2018,127,5/17/2018,137,2,2.1502,16,18,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
3-H13,ND-BSP.22.3,ND-BSP_22,22,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,H13,H,13,1,11/7/2015,1,1,12/8/2015,31,12/15/2015,38,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,0.165,165,165,1,3,6,9,1,1,4/26/2018,116,5/7/2018,127,5/22/2018,142,0,0.8692,6,6,1,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-H14,MI-DRI.13.3,MI-DRI_13,13,3,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,3,H14,H,14,1,11/7/2015,1,1,11/18/2015,11,11/26/2015,19,8,1,0,7/18/2016,254,243,235,22,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/25/2017,145,55,4.852,4852,4852,1,29,3,32,1,1,4/16/2018,106,5/7/2018,127,5/19/2018,139,3,1.7461,16,19,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
3-H15,CAR-PSR.14.3,CAR-PSR_14,14,3,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,3,H15,H,15,1,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,1,1,6/2/2016,208,200,192,5,3,0.053,53,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/15/2017,135,45,2.42,2420,2473,1,11,9,20,1,1,4/16/2018,106,5/10/2018,130,5/20/2018,140,2,2.3867,14,16,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
3-H16,AB-HSC.17.3,AB-HSC_17,17,3,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,3,H16,H,16,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
3-H2,MB-MR.32.3,MB-MR_32,32,3,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,3,H2,H,2,1,11/7/2015,1,1,11/15/2015,8,11/20/2015,13,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,6/4/2017,155,65,0.069,69,69,1,2,4,6,1,1,4/23/2018,113,5/10/2018,130,5/19/2018,139,1,0.5411,4,5,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
3-H3,ND-BSP.4.3,ND-BSP_4,4,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,H3,H,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-H4,MAN-KIP.32.3,MAN-KIP_32,32,3,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,3,H4,H,4,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
3-H5,SD-MUD.31.3,SD-MUD_31,31,3,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,3,H5,H,5,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
3-H6,WNY-CB.18.3,WNY-CB_18,18,3,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,3,H6,H,6,1,11/7/2015,1,1,11/21/2015,14,11/30/2015,23,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,6/3/2017,154,64,0,0,0,1,NA,7,7,1,1,4/19/2018,109,4/30/2018,120,5/26/2018,146,7,NA,NA,7,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
3-H7,NAP-ASS.27.3,NAP-ASS_27,27,3,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,3,H7,H,7,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
3-H8,WNY-CB.23.3,WNY-CB_23,23,3,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,3,H8,H,8,1,11/7/2015,1,1,11/18/2015,11,11/25/2015,18,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/15/2017,135,45,0.161,161,161,1,3,1,4,1,1,4/19/2018,109,5/3/2018,123,5/17/2018,137,2,0.3389,4,6,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
3-I10,NAP-ASS.35.3,NAP-ASS_35,35,3,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,3,I10,I,10,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
3-I11,SD-MUD.1.3,SD-MUD_1,1,3,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,3,I11,I,11,1,11/7/2015,1,1,11/18/2015,11,11/26/2015,19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,4/2/2017,91,1,4/16/2017,106,16,NA,NA,NA,0.685,685,685,1,4,1,5,1,1,4/26/2018,116,5/7/2018,127,5/22/2018,142,2,0.2498,5,7,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
3-I12,AB-LL.26.3,AB-LL_26,26,3,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,3,I12,I,12,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,1,0,5/3/2018,123,5/17/2018,137,NA,NA,2,NA,NA,2,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
3-I13,MI-DRI.5.3,MI-DRI_5,5,3,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,3,I13,I,13,1,11/7/2015,1,1,11/18/2015,11,11/26/2015,19,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,6/2/2017,153,63,0.676,676,676,1,6,4,10,1,1,4/16/2018,106,5/10/2018,130,5/23/2018,143,2,0.4804,4,6,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
3-I14,MAN-KIP.4.3,MAN-KIP_4,4,3,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,3,I14,I,14,1,11/7/2015,1,1,11/21/2015,14,11/28/2015,21,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/27/2017,147,57,0.963,963,963,1,8,1,9,1,1,4/19/2018,109,5/14/2018,134,5/22/2018,142,0,0.4833,3,3,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
3-I15,ND-BSP.13.3,ND-BSP_13,13,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,I15,I,15,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-I16,AB-RO.5.3,AB-RO_5,5,3,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,3,I16,I,16,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
3-I2,CAR-PSR.25.3,CAR-PSR_25,25,3,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,3,I2,I,2,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
3-I3,ND-BSP.19.3,ND-BSP_19,19,3,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,3,I3,I,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
3-I4,MI-DRI.25.3,MI-DRI_25,25,3,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,3,I4,I,4,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,0,7/1/2016,237,228,221,8,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/17/2017,137,47,2.915,2915,2915,1,14,4,18,1,1,4/23/2018,113,5/10/2018,130,5/18/2018,138,1,0.6279,5,6,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
3-I5,MN-PMG.15,MN-PMG_NA,NA,15,Prairie,Prairie,MN-PMG,Prairie_Moon_Nursery,NA,3,I5,I,5,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7742,-96.6081,267,NA,4,21,-15.8,36.8,512,352,27.4,59.7,1557,1996,5304,237,159,137,267,130,79,-41.8,40.1,699,267,12.4,57
3-I6,NAP-SCH.23.3,NAP-SCH_23,23,3,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,3,I6,I,6,1,11/7/2015,1,1,11/18/2015,11,11/25/2015,18,7,1,0,7/21/2016,257,246,239,5,0,0,0,1,1,0,4/5/2017,95,5,4/23/2017,113,23,5/22/2017,142,52,1.384,1384,1384,1,10,5,15,1,1,4/23/2018,113,5/10/2018,130,5/20/2018,140,0,0.828,7,7,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
3-I7,MAN-MIS.23.3,MAN-MIS_23,23,3,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,3,I7,I,7,1,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/5/2017,95,5,4/16/2017,106,16,6/1/2017,152,62,0.527,527,527,1,4,10,14,1,1,4/23/2018,113,5/10/2018,130,5/21/2018,141,2,0.618,6,8,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
3-I8,AB-RO.6.3,AB-RO_6,6,3,Prairie,Prairie,AB-RO,Chad_Stratilo,6/21/2015,3,I8,I,8,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671944,-110.147222,721,20,4.7,18.6,-9.7,28.4,366,227,40,81.9,1037,1698,4949,117,162,142,250,108,84,-41.5,38.4,705,427,12.5,52
3-J10,WNY-CB.5.3,WNY-CB_5,5,3,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,3,J10,J,10,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
3-J11,MAN-FOX.22.3,MAN-FOX_22,22,3,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,3,J11,J,11,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/15/2017,135,45,0.56,560,560,1,6,3,9,1,1,4/19/2018,109,5/14/2018,134,5/23/2018,143,NA,0.0755,1,1,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
3-J12,MAN-MIS.18.3,MAN-MIS_18,18,3,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,3,J12,J,12,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,42,42,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
3-J13,NAP-CE.33.3,NAP-CE_33,33,3,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,3,J13,J,13,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,1,0,7/26/2016,262,250,243,8,0,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/15/2017,135,45,0.828,828,828,1,17,12,29,1,1,4/23/2018,113,5/10/2018,130,5/24/2018,144,2,0.6047,9,11,1,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
3-J14,MAN-LCI.12.3,MAN-LCI_12,12,3,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,3,J14,J,14,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/23/2017,143,53,0.656,656,656,1,7,5,12,1,1,4/16/2018,106,5/3/2018,123,5/20/2018,140,NA,0.3644,3,3,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
3-J15,MAN-FOX.3.3,MAN-FOX_3,3,3,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,3,J15,J,15,1,11/7/2015,1,1,11/15/2015,8,11/22/2015,15,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/9/2017,99,9,5/27/2017,147,57,1.31,1310,1310,1,9,1,10,1,1,4/16/2018,106,5/14/2018,134,5/22/2018,142,NA,0.8549,4,4,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
3-J16,CAR-PSR.20.3,CAR-PSR_20,20,3,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,3,J16,J,16,1,11/7/2015,1,1,11/19/2015,12,11/25/2015,18,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/19/2017,139,49,0.273,273,273,1,7,7,14,1,1,4/16/2018,106,5/10/2018,130,5/19/2018,139,1,0.7074,15,16,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
3-J2,CAR-NBA.12.3,CAR-NBA_12,12,3,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,3,J2,J,2,1,11/7/2015,1,1,11/19/2015,12,11/25/2015,18,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,6/2/2017,153,63,0.722,722,722,1,6,6,12,1,1,4/16/2018,106,5/10/2018,130,5/19/2018,139,4,0.7981,8,12,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
3-J3,MI-DRI.15.3,MI-DRI_15,15,3,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,3,J3,J,3,1,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,1,0,5/28/2016,203,195,187,7,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,1.589,1589,1589,1,10,3,13,1,1,4/19/2018,109,5/7/2018,127,5/18/2018,138,0,1.0271,6,6,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
